sent_id,verb_i,speaker_name,sd,position,s1_i,s2_i,s1,s2,s1_i_np,s1_np,s1_lemma,s1_freq,s1_type,s1_animacy,s1_len,v_lemma,v_freq,v_type,adjacency,intervening_clitics,finite_v_i,finite_v_lemma,dist_v2s,polarity,polarity_item,polarity_position,clause,cg,v,cd
2877,20,aristide,no_sd,na,18,,langues,,17-18,les langues,langue,539,definite,inanimate,2,apprendre,355,,yes,,19,être,1,affirmative,na,,relative,Qui vont écouter cet entretien ils puissent avoir un pouvoir assez grand pour changer la manière dont les langues sont,apprises,euh .
2881,9,daniel,sd,left,7,8,France,elle,6-7,la France,france,491,PROPN,inanimate,2,évoluer,48,,yes,,9,évoluer,1,affirmative,na,,completive,Parce que si vous voulez que la France elle,évolue,dans le bon sens euh .
2883,13,daniel,no_sd,na,12,,tout,,12,tout,tout,1627,tout,inanimate,1,commencer,381,,yes,,13,commencer,1,affirmative,na,,main,Il va falloir faire comprendre aux gens que voilà que c' est tout,commence,par le langage .
2902,11,david,sd,left,7-9,10,Salima et Noëlle,c',,,,,"definite,coordination",,3,être,35164,copular,yes,,11,être,1,affirmative,na,,completive,Tu es au courant que là que Salima et Noëlle c',est,les meilleures copines du monde là .
2938,25,elodie,no_sd,na,23,,Noëlle@a,,23,Noëlle@a,noëlle,43,PROPN,human,1,aimer,883,psycho_exp_sti,no,n',25,aimer,2,negative ne retention,pas,post,completive,Je t' ai dit même Oriane Oriane et Aline XXX@a euh elles ont cramé@s qu' Al -@a que f- euh Sal-@a euh que Noëlle@a n',aime,pas du tout Salima@a .
2948,18,mylène,sd,left,16,17,Noëlle,elle,16,Noëlle,noëlle,43,PROPN,human,1,pouvoir,1803,modal,yes,,18,pouvoir,1,affirmative,na,,circumstantial,moi c' est pour ça que je vous ai dit méfiez -vous d' elle parce que Noëlle elle,peut,être très très gentille mais il y a beaucoup de problèmes elle fait beaucoup de problèmes elle.
2949,21,david,no_sd,na,17-19,,Salima et Noëlle,,,,,,"PROPN,coordination",human,3,retrouver,106,pronominal,no,se,21,retrouver,2,affirmative,na,,circumstantial,C' est comme euh Anne et et euh Maria elles ont remarqué que à chaque fois que Salima et Noëlle se,retrouvaient,à deux dans dans le bureau qu' elles arrivaient elles arrêtent de parler .
2955,5,elodie,sd,left,3,4,truc,c',2-3,le truc,truc,1352,definite,inanimate,2,être,35164,copular,yes,,5,être,1,affirmative,na,,main,Non mais le truc c',est,qu' elles ont pas de couilles@s .
2961,26,mylène,sd,left,24,25,majorité,c',23-24,la majorité,majorité,11,definite,inanimate,2,être,35164,copular,yes,,26,être,1,affirmative,na,,completive,Je suis pas je suis pas raciste des Arabes parce que j' ai plein d' amis rebeus@s hein mais on sait tous que la majorité c',est,des fouteuses@s de merde@s c' est tout .
2979,3,elodie,sd,left,1,2,truc,c',0-1,Le truc,truc,1352,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le truc c',est,qu' elle essaye de retourner elle essaie de retourner tout le monde contre moi .
3019,16,elodie,sd,left,12,14,con@s,il,9-12,l' autre gros con@s,con,27,definite,human,4,venir,1338,unaccusative,yes,,15,être,2,affirmative,na,,circumstantial,On lui a pas parlé c' est parce que l' autre gros con@s là il est,venu,euh .
3112,16,anna,no_sd,na,10,,langue,,9-10,la langue,langue,539,definite,inanimate,6,différer,3,pronominal,no,se,16,différer,6,affirmative,na,,interrogative,Est -ce que par exemple euh est -ce que la langue des jeunes de Montreuil se,diffère,de la langue des jeunes de Paris par exemple ou des des autres banlieues hum hum hum ?
3183,27,pierre,no_sd,na,21,,jeunes,,19-21,tous les jeunes,jeune,412,tout,human,7,rester,452,,yes,,27,rester,6,affirmative,na,,main,Le quartier de Robes - le quartier de Robespierre à Robespierre il y a pas vraiment de cités mais tous les jeunes en fait de Robespierre euh,restent,ensemble .
3188,14,anna,sd,left,9,13,copains,ils,8-9,les copains,copain,132,"definite,relative",human,5,faire,6716,,yes,,14,faire,4,affirmative,na,,main,D' accord et donc euh hum tes enfin les copains que tu côtoies ils,font,du sport aussi ils font ou f- ou bien ils font de la musique ou bien qu' est -ce qu' ils font dans la vie ?
3242,16,pierre,no_sd,na,15,,mots,,14-15,les mots,mot,1102,definite,inanimate,2,arriver,706,unaccusative,yes,,16,arriver,1,affirmative,na,,main,Qui te pff mais je pense que c' est en parlant entre nous et les mots,arrivent,.
3266,2,anna,sd,left,0,1,Chourave@s,c',0,Chourave@s,chourave,6,expression,inanimate,1,être,35164,copular,yes,,2,être,1,affirmative,na,,interrogative,Chourave@s c',est,quoi ?
3286,12,pierre,no_sd,na,9,,personne,,9,personne,personne(p),80,personne,human,1,obliger,189,,no,n',11,être,2,negative ne retention,personne,suj,main,On c' est des mots qu' on utilise mais personne n' est,obligé,d' uti- d' utiliser ces mots -là on se comprend entre nous .
3304,7,pierre,no_sd,na,6,,réflexes,,5-6,les réflexes,réflexe,7,definite,verify,2,partir,702,unaccusative,yes,,7,partir,1,affirmative,na,,main,Euh et donc forcément peut-être les réflexes,partent,.
3318,9,pierre,no_sd(disfluency),na,7,,lycéens,,5-7,les les lycéens,lycéen,12,definite,human,3,utiliser,409,,no,l',9,utiliser,2,affirmative,na,,main,Euh euh entre nous enfin les les lycéens l',utilisent,aussi et tout le monde la comprend même ceux qui sont pas de d' une cité .
3330,10,anna,no_sd,na,8,,monde,,6-8,tout le monde,monde,637,tout,human,3,savoir,3893,,no,le,10,savoir,2,affirmative,na,,main,Et donc tout le monde euh tout le monde le,sait,tous les jeunes euh ?
3335,41,pierre,no_sd,na,7,,gens,,6-7,les gens,gens,914,"definite,relative",human,27,utiliser,409,,no,lÃ¯Â¿Â½,41,utiliser,34,affirmative,na,,main,Les gens qui parce que euh les gens qui ne font pas semblant qui maîtrisent vraiment euh ce vocabulaire hein qui sont dedans et qui f- c' est pas très dur hein mais qui vraiment sont dedans euh oui le l',utilisent,et le savent bien sûr .
3364,11,pierre,no_sd,na,9,,monde,,7-9,tout le monde,monde,637,tout,human,1,comprendre,902,,no,le,11,comprendre,2,affirmative,na,,main,De des autres personnes . Mais maintenant tout le monde le,comprend,ce vocabulaire c' est juste un vocabulaire que nous on utilise entre nous .
3384,8,anna,no_sd,na,6,,parents,,5-6,vos parents,parent,418,possessive,human,2,comprendre,902,,no,vous,8,comprendre,2,affirmative,na,,completive,Donc ça veut dire que vos parents vous,comprennent,ils c- enfin ils ils euh ils savent aussi euh .
3387,5,anna,sd,left,2,4,maman,elle,1-2,ta maman,maman,77,possessive,human,2,connaître,994,,yes,,5,connaître,2,affirmative,na,,interrogative,Et ta maman aussi elle,connait,les mots comme ça ?
3425,9,pierre,no_sd,na,2,,ceux,,,,celui,416,"celui,relative",verify,6,parler,3507,communication,yes,,9,parler,7,affirmative,na,,main,Oui complètement ceux qui trainent à la cité euh,parlent,complètement comme ça .
3427,23,pierre,no_sd,na,7,,ceux,,,,celui,416,"celui,relative",verify,15,connaître,994,,yes,,23,connaître,16,affirmative,na,,main,Et les plus petits aussi ceux qui ceux qui x- jouent dans l- dans les les allées ou des choses comme ça p-,connaissent,aussi les mots et parlent comme ça .
3474,12,pierre,sd,left,10,11,verlan,c',,,verlan,124,expression,inanimate,1,être,35164,copular,yes,,12,être,1,affirmative,na,,main,Mais euh oui bien sûr ça existe aussi mais euh verlan c',est,surtout des expressions en fait qu' on utilise on va pas chercher à à parler tout le temps en verlan en fait .
3511,4,pierre,no_sd,na,3,,avenir,,2-3,l' avenir,avenir,45,definite,inanimate,2,faire,6716,,yes,,4,faire,1,affirmative,na,,circumstantial,Parce que l' avenir,fait,peur on le voit bien en ce moment avec toutes les les gens qui manifestent pour les retraites choses comme ça .
3518,4,pierre,no_sd,na,3,,retraites,,2-3,les retraites,retraite,20,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,circumstantial,Alors si les retraites,sont,toutes petites ou ou baissent euh même si c' est très loin euh c' est ça fait peur .
3581,12,pierre,sd,left,10,11,sorties,c',9-10,les sorties,sortie,38,definite,inanimate,2,être,35164,copular,yes,,12,être,1,affirmative,na,,main,Non c' non c' est en exter- en fait les sorties c',est,surtout à l' extérieur .
3603,3,pierre,no_sd,na,1,,mots,,0-1,Les mots,mot,1102,definite,inanimate,2,utiliser,409,,yes,,2,être,1,affirmative,na,,main,Les mots sont,utilisés,.
3609,3,pierre,no_sd,na,0,,Personne,,0,Personne,personne(p),80,personne,human,1,obliger,189,,no,n',2,être,2,negative ne retention,personne,suj,main,Personne n' est,obligé,.
3652,3,pierre,sd,left,1,2,centre,c',0-1,Le centre,centre,50,definite,inanimate,2,être,35164,copular,yes,,3,être,1,negative ne omission,plus,,main,Le centre c',est,plus la Croix de Chavaux la mairie la croix de Chav.
3681,6,pierre,sd,left,4,5,cités,c',2-4,les grandes cités,cité,444,definite,inanimate,5,être,35164,copular,yes,,6,être,1,affirmative,na,,main,Les les les grandes cités c',est,comme par exemple à la mairie de Montreuil il y a la cité de l' Espoir .
3684,5,anna,sd,left,3,4,Pêchers,c',2-3,Grands Pêchers,pêcher,7,PROPN,human,2,être,35164,copular,yes,,5,être,1,affirmative,na,,main,D' accord Grands Pêchers c',est,aussi c' est hum.
3694,19,pierre,no_sd,na,16,,jeunes,,15-16,les jeunes,jeune,412,definite,human,2,réunir,7,pronominal,yes,,17,avoir,1,affirmative,na,,completive,Et donc même s' il n' y a pas de cités ben faut bien que les jeunes ont se,réunissent,quelque part et donc euh ben on se .
3710,8,pierre,no_sd,na,2,,gens,,1-2,les gens,gens,914,"definite,relative",human,7,être,35164,copular,yes,,8,être,6,affirmative,na,,main,L- les gens plus âgés que je connais,sont,surtout les gens de la cité en fait qui trainent .
3730,38,anna,no_sd,na,36,,associations,,35-36,les associations,association,26,definite,inanimate,2,proposer,30,,no,vous,38,proposer,2,affirmative,na,,relative,Et est -ce que tu euh est -ce que vous êtes contents hum des hum par exemple du travail des associations que euh enfin i- il y a des p- des des différents projets que les associations vous,proposent,
3738,65,pierre,no_sd,na,64,,cité,,63-64,chaque cité,cité,444,chaque,inanimate,2,amener,20,,yes,,65,amener,1,affirmative,na,,main,Là on arrive à avoir des des des des places pour la piscine des places pour euh euh des fois des x certains centres qui organisent des des tournois de basket des tournois de foot euh euh il y a pas longtemps il y a eu un tournoi de football d' organisé euh à la cité entre euh en fait il y av- chaque cité,amenait,euh une équipe de foot différente .
3741,5,anna,sd,left,1,4,cités,c',0-1,Les cités,cité,444,definite,inanimate,4,être,35164,copular,yes,,5,être,3,affirmative,na,,interrogative,Les cités de Montreuil c',est,ça ? hum hum .
3816,69,pierre,no_sd,na,66,,gens,,65-66,les gens,gens,914,definite,human,2,expliquer,182,pronominal,yes,,69,expliquer,3,affirmative,na,,completive,Mais des cho- des gens qui sont en désaccord et forcément bah des fois euh ils s' expliquent le ton monte et puis euh et puis ils se battent et puis bon ben euh en fait ce qu' il faut souvent on il y a tout le monde qui est à côté et quand la la x- en fait on pense qu' il faut que les gens vraiment s',expliquent,et aillent au bout .
3820,21,pierre,no_sd,na,19,,affaire,,18-19,l' affaire,affaire,44,definite,inanimate,2,régler,16,,yes,,20,être,1,affirmative,na,,main,Et comme ça au moins voilà ils s- ils ont été au bout ils se sont expliqués et l' affaire est,réglée,parce que interrompre les bagarres comme ça après ça peut laisser des rancœurs des choses comme ça et du coup après l' histoire est pas finie et et ça peut recommencer .
3832,16,anna,sd,left,14,15,schmidts@s,ils,13-14,les schmidts@s,schmitt,12,definite,human,2,comprendre,902,,yes,,16,comprendre,1,affirmative,na,,main,Et qui xxxxx voilà ils vous mettent au chtar@s et et et et les schmidts@s ils,comprennent,quand euh vous parlez comme ça ?
3845,17,pierre,no_sd,na,16,,chose,,15-16,une chose,chose,777,indefinite,inanimate,2,être,35164,copular,yes,,17,être,1,affirmative,na,,main,Si maintenant je pense qu' ils comprennent je pense je pen- mais de toute façon une chose,est,claire c' est que quand il y a on on ne leur parle pas on parle pas avec eux et quand on voit la police on ne va pas chercher à parler même devant eux on on se tait et c' est tout pour pour leur en dire le moins possible .
3863,72,pierre,no_sd,na,70,,communication,,69-70,la communication,communication,14,definite,inanimate,2,faire,6716,pronominal,no,se,72,faire,2,affirmative,na,,main,Bah on est un peu au milieu de la cité donc on on voit forcément les voitures arriver ou on voit qu' il y a des choses bizarres qui se passent parce que on on est p- pas mal à être dans la cité et p- dans les endroits différents et donc on voit forcément les choses dès qu' il y a un truc bizarre qui passe on bah la communication se,fait,très vite et on sait que il y a des choses qui se passent .
3881,2,anna,sd,left,0,1,Bobigny,c',0,Bobigny,bobigny,2,PROPN,inanimate,1,être,35164,copular,yes,,2,être,1,affirmative,na,,interrogative,Bobigny c',est,?
3889,3,anna,sd,left,1,2,université,c',0-1,L' université,université,7,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,L' université c',est,un autre univers
3905,4,anna,no_sd,na,3,,profs,,2-3,les profs,prof,320,definite,human,4,être,35164,copular,yes,,4,être,1,affirmative,na,,interrogative,Hum hum les profs,sont,sympas ?
3935,41,pierre,no_sd,na,40,,rêves,,39-40,mes rêves,rêve,38,possessive,inanimate,2,être,35164,copular,yes,,41,être,1,affirmative,na,,main,Oui j' aimerais beaucoup avoir une maison avec une femme des enfants en fait c' est surtout ça pour avoir ça il faut un petit peu d' argent pour être à l' aise pour pas avoir de soucis mais mes rêves,sont,surtout euh de réussir ma vie euh euh privée hum .
3953,5,anna,sd,left,2,4,frère,il,1-2,ton frère,frère,488,possessive,human,2,être,35164,copular,yes,,5,être,2,affirmative,na,,interrogative,Et ton frère euh il,est,plus âgé que toi ?
4052,21,pierre,no_sd,na,20,,travail,,19-20,le travail,travail,222,definite,inanimate,2,devoir,630,modal,yes,,21,devoir,1,negative ne omission,pas,post,main,c' je sais pas c' j' arrive p- je je sais pas comment i- pourquoi il a fait ça le travail,devait,être dur pas agréable mais il a eu sa chance de gagner un p- peu d' argent et mais bon je voilà je je veux pas le juger et il a fait ça ben.
4060,8,anna,sd,left,4,7,taf@s,c',3-4,le taf@s,taf,55,definite,inanimate,2,être,35164,copular,yes,,8,être,3,affirmative,na,,interrogative,C' est quoi le taf@s par exemple c',est,quoi le bicrave@s c' est quoi le deal@s ?
4062,3,pierre,sd,left,1,2,taf@s,c',0-1,Le taf@s,taf,55,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le taf@s c',est,le trava -.
4068,4,pierre,sd,left,2,3,taf@s,c',1-2,le taf@s,taf,55,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Alors le taf@s c',est,le seul qui est à part le plus .
4069,3,anna,sd,left,1,2,taf@s,c',0-1,Le taf@s,taf,55,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,interrogative,Le taf@s c',est,?
4070,3,pierre,sd,left,1,2,taf@s,c',0-1,Le taf@s,taf,55,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le taf@s c',est,le entre tous les mots que tu as dits .
4072,3,pierre,sd,left,1,2,taf@s,c',0-1,Le taf@s,taf,55,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le taf@s c',est,vraiment à part .
4082,2,pierre,sd,left,0,1,Bicrave@s,c',,,bicrave,6,expression,inanimate,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Bicrave@s c',est,c' est vendre hum .
4094,6,pierre,sd,left,4,5,bicrave@s,c',,,bicrave,6,expression,inanimate,1,être,35164,copular,yes,,6,être,1,affirmative,na,,main,x - en fait bicrave@s c',est,vendre mais tout .
4104,4,anna,sd,left,2,3,dealeur@s,c',1-2,un dealeur@s,dealeur,1,indefinite,human,2,être,35164,copular,yes,,4,être,1,affirmative,na,,interrogative,Et un dealeur@s c',est,?
4106,2,pierre,sd,left,0,1,Dealer@s,c',,,dealer,12,expression,human,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Dealer@s c',est,les les personnes qui .
4117,2,pierre,sd,left,0,1,Business@s,c',,,business,13,expression,inanimate,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Business@s c',est,être en affaire ensemble euh quand j' ai un business@s par exem -.
4132,4,pierre,sd,left,0,3,Business@s,c',,,business,13,expression,inanimate,1,être,35164,copular,yes,,4,être,3,affirmative,na,,main,Business@s en fait c',est,j' ai des bonnes affaires .
4182,4,pierre,no_sd,na,1,,personne,,0-1,La personne,personne,462,definite,human,2,donner,450,don,no,m',3,avoir,2,affirmative,na,,main,La personne m' a,donné,cinquante euros mais je lui ai rien donné .
4217,4,anna,sd,left,0,3,Raclo@s,c',,,raclo,8,expression,inanimate,2,être,35164,copular,yes,,4,être,3,affirmative,na,,interrogative,Raclo@s racli@s aussi c',est,ça ?
4224,12,pierre,no_sd,na,10,,personne,,10,personne,personne(p),80,personne,human,1,dire,8386,communication,no,nous,12,dire,2,negative ne omission,personne,suj,main,Mais c' est pareil on les utilise tellement et et personne nous,dit,attention ce mot -là il vient de ça ce mot -là il vient de ci que on les utilise euh naturellement .
